codi,LST_zone,SOS,POS,EOS,GSL
0060798AR,4,54.23211605802901,315.5827913956978,370.0,315.767883941971
0062333AR,4,63.67183591795897,193.4217108554277,370.0,306.32816408204104
0062459AR,4,52.75137568784392,254.13206603301649,370.0,317.2486243121561
0062547AR,4,65.70785392696347,131.78589294647324,370.0,304.2921460730365
0062581AR,4,57.37868934467233,202.49124562281136,370.0,312.62131065532765
0062638AR,4,70.70535267633817,204.712356178089,366.6683341670835,295.96298149074534
0062640AR,4,77.36868434217108,352.7863931965983,370.0,292.6313156578289
0062696AR,4,81.81090545272636,136.59829914957476,323.35667833916955,241.5457728864432
0062703AR,4,74.40720360180089,157.69884942471234,354.26713356678334,279.8599299649825
0062724AR,4,50.90045022511255,268.0140070035017,370.0,319.09954977488746
0062808AR,4,74.03701850925462,159.91995997998998,370.0,295.9629814907454
0062830AR,4,68.11405702851425,131.23061530765384,370.0,301.88594297148575
0062831AR,4,12.95647823911956,209.33966983491743,369.25962981490744,356.30315157578787
0062834AR,4,63.48674337168584,139.18959479739868,370.0,306.51325662831414
0062843AR,4,57.00850425212605,272.0860430215107,370.0,312.99149574787396
0062866AR,4,81.9959979989995,135.48774387193598,328.90945472736365,246.91345672836417
0062975AR,4,76.25812906453226,332.056028014007,370.0,293.7418709354678
0062981AR,4,96.24812406203101,122.34617308654326,370.0,273.751875937969
0063001AR,4,75.88794397198599,325.0225112556278,369.81490745372685,293.92696348174087
0063039AR,4,76.4432216108054,123.08654327163582,342.6063031515758,266.1630815407704
0063092AR,4,68.11405702851425,130.120060030015,359.81990995497745,291.7058529264632
0063112AR,4,69.59479739869934,174.91245622811405,370.0,300.40520260130063
0063155AR,4,77.55377688844422,217.1135567783892,370.0,292.4462231115558
0063179AR,4,38.12906453226613,279.1195597798899,343.7168584292146,305.5877938969485
0063193AR,4,9.809904952476238,299.66483241620807,357.4137068534267,347.60380190095043
0063208AR,4,94.39719859929964,131.23061530765384,343.7168584292146,249.31965982991494
0063226AR,4,73.11155577788894,259.3146573286643,332.4262131065533,259.31465732866434
0063263AR,4,65.3376688344172,218.7793896948474,339.64482241120555,274.3071535767883
0063272AR,4,19.619809904952476,133.82191095547773,370.0,350.3801900950475
0063285AR,4,54.417208604302154,242.65632816408203,337.42371185592793,283.00650325162576
0063587AR,4,83.84692346173087,134.00700350175086,322.80140070035014,238.9544772386193
0063632AR,4,93.6568284142071,148.07403701850924,356.30315157578787,262.64632316158077
0063662AR,4,67.18859429714857,143.07653826913457,370.0,302.8114057028514
0063859AR,4,47.93896948474237,114.0170085042521,370.0,322.06103051525764
0064580AR,1,72.55627813906953,200.08504252126062,326.68834417208603,254.13206603301649
0064627AR,1,63.48674337168584,154.18209104552275,301.1455727863932,237.65882941470736
0064640AR,1,32.57628814407204,175.65282641320658,303.9219609804902,271.3456728364182
0064651AR,1,59.2296148074037,158.80940470235117,294.11205602801397,234.88244122061027
0064654AR,1,88.65932966483241,141.7808904452226,327.4287143571786,238.7693846923462
0064673AR,1,60.89544772386192,146.408204102051,260.42521260630315,199.5297648824412
0064676AR,1,63.3016508254127,143.63181590795398,243.951975987994,180.65032516258128
0064691AR,1,12.95647823911956,155.29264632316156,280.9704852426213,268.0140070035017
0064695AR,1,71.63081540770385,141.59579789894948,275.4177088544272,203.78689344672335
0064717AR,1,69.96498249124562,150.11005502751374,264.49724862431214,194.5322661330665
0064722AR,1,68.8544272136068,142.33616808404201,291.33566783391694,222.48124062031013
0064726AR,1,66.44822411205602,208.78439219609803,269.49474737368683,203.0465232616308
0064736AR,1,74.40720360180089,166.21310655327665,278.19409704852427,203.78689344672338
