codi,x_etrs89,y_etrs89,latitud,longitud,cat_nom_ci,Mean_LST,LST_zone,LST_zone_label
0017256AR,434231.615,4584467.251,41.4090627,2.2131063,Celtis australis,26.66043337,1,Coolest
0019304AR,434136.226,4583819.237,41.4032184,2.2120356,Celtis australis,27.18360178,1,Coolest
0019305AR,434077.109,4584268.108,41.4072564,2.2112795,Celtis australis,27.6021306,1,Coolest
0019306AR,434153.795,4583784.757,41.4029093,2.2122495,Celtis australis,27.75782287,1,Coolest
0019312AR,433992.771,4584061.247,41.4053864,2.2102931,Celtis australis,28.22417457,2,Cool
0019313AR,433879.072,4583948.796,41.4043642,2.2089453,Celtis australis,28.37479767,2,Cool
0019315AR,434104.009,4584218.108,41.4068083,2.2116068,Celtis australis,27.49027444,1,Coolest
0019318AR,434385.001,4584526.826,41.4096118,2.2149349,Celtis australis,28.23169387,2,Cool
0019320AR,433944.165,4583826.579,41.4032688,2.2097373,Celtis australis,27.44008561,1,Coolest
0019327AR,434024.375,4583722.098,41.4023343,2.2107082,Celtis australis,27.46513648,1,Coolest
0019329AR,433999.157,4584085.319,41.4056037,2.2103669,Celtis australis,28.06898107,2,Cool
0019330AR,434071.637,4584061.008,41.4053907,2.2112366,Celtis australis,27.96362487,2,Cool
0019335AR,434118.077,4584013.008,41.4049622,2.2117974,Celtis australis,27.76538284,1,Coolest
0019339AR,433904.696,4583973.649,41.4045901,2.2092491,Celtis australis,28.46114213,2,Cool
0019341AR,434055.278,4584138.758,41.4060896,2.2110325,Celtis australis,27.91678491,2,Cool
0019343AR,434583.461,4584444.985,41.4088909,2.217318,Celtis australis,24.30244399,1,Coolest
0019347AR,434329.767,4583988.626,41.4047599,2.2143325,Celtis australis,27.04219277,1,Coolest
0019350AR,433837.113,4583536.129,41.400644,2.2084884,Celtis australis,28.02961695,2,Cool
0019352AR,434093.438,4584160.118,41.4062851,2.2114866,Celtis australis,27.74999666,1,Coolest
0019356AR,434508.01,4584368.215,41.4081933,2.2164237,Celtis australis,26.91697999,1,Coolest
0019357AR,433836.433,4583557.139,41.4008331,2.208478,Celtis australis,27.88303717,2,Cool
0019358AR,434238.956,4583888.787,41.4038532,2.213257,Celtis australis,27.51138566,1,Coolest
0019360AR,434073.205,4583695.467,41.4020985,2.2112952,Celtis australis,28.07782607,2,Cool
0019361AR,434061.295,4583683.868,41.401993,2.211154,Celtis australis,28.11147471,2,Cool
0019364AR,433989.917,4584075.979,41.4055188,2.2102574,Celtis australis,28.18000568,2,Cool
0019369AR,434361.787,4583978.436,41.4046707,2.2147166,Celtis australis,27.37102086,1,Coolest
0019370AR,433932.888,4584420.226,41.4086147,2.2095376,Celtis australis,27.34555772,1,Coolest
0019375AR,433917.645,4583986.257,41.4047048,2.2094026,Celtis australis,28.47306448,2,Cool
0019377AR,434102.233,4583838.731,41.4033912,2.2116268,Celtis australis,26.93611441,1,Coolest
0019378AR,434414.271,4584496.506,41.4093411,2.2152883,Celtis australis,28.03912511,2,Cool
0019388AR,434345.097,4583973.016,41.4046205,2.2145175,Celtis australis,27.32518787,1,Coolest
0019394AR,433998.005,4583749.398,41.402578,2.2103898,Celtis australis,27.15146267,1,Coolest
0019402AR,434103.328,4584169.758,41.4063728,2.2116039,Celtis australis,27.67994695,1,Coolest
0019404AR,433921.633,4583990.255,41.4047411,2.2094499,Celtis australis,28.46696103,2,Cool
0019405AR,434292.96700000006,4584025.926,41.4050928,2.2138882,Celtis australis,26.77458401,1,Coolest
0019406AR,433971.564,4583605.518,41.40128,2.2100892,Celtis australis,28.19791307,2,Cool
0019407AR,434166.578,4584176.688,41.4064404,2.2123598,Celtis australis,27.36283966,1,Coolest
0019410AR,434141.678,4584179.728,41.4064657,2.2120616,Celtis australis,27.43822375,1,Coolest
0019411AR,434210.748,4584132.297,41.4060442,2.212893,Celtis australis,27.32584353,1,Coolest
0019414AR,434110.166,4583846.147,41.4034586,2.2117209,Celtis australis,26.93502397,1,Coolest
0019423AR,434314.057,4584004.576,41.4049023,2.2141428,Celtis australis,26.86523054,1,Coolest
0019425AR,434233.506,4583893.927,41.4038991,2.2131912,Celtis australis,27.38517223,1,Coolest
0019431AR,434047.319,4584275.309,41.4073188,2.2109224,Celtis australis,27.72033185,1,Coolest
0019432AR,433976.635,4584232.336,41.406926,2.2100814,Celtis australis,27.80312709,2,Cool
0019435AR,434123.237,4584007.678,41.4049146,2.2118597,Celtis australis,27.71547243,1,Coolest
0019437AR,433648.249,4584320.262,41.4076909,2.2061433,Celtis australis,26.78995673,1,Coolest
0019441AR,434076.639,4584246.528,41.407062,2.2112763,Celtis australis,27.59657143,1,Coolest
0019446AR,433919.244,4583659.289,41.40176,2.2094574,Celtis australis,27.47180758,1,Coolest
0019451AR,434172.888,4584170.347,41.4063838,2.212436,Celtis australis,27.35174506,1,Coolest
0019454AR,434083.805,4583684.547,41.402001,2.2114232,Celtis australis,28.30249368,2,Cool
0019459AR,434095.148,4584178.318,41.4064492,2.2115051,Celtis australis,27.68077387,1,Coolest
0019463AR,434205.527,4583939.997,41.4043117,2.2128515,Celtis australis,27.04803655,1,Coolest
0019466AR,434116.499,4584228.128,41.4068996,2.2117551,Celtis australis,27.41128129,1,Coolest
0019468AR,434507.02,4584376.445,41.4082673,2.2164109,Celtis australis,27.01466597,1,Coolest
0019469AR,434096.106,4583843.778,41.4034361,2.211553,Celtis australis,26.89001171,1,Coolest
0019475AR,433873.183,4583519.639,41.4004984,2.2089217,Celtis australis,28.390709,2,Cool
0019482AR,434128.397,4584002.338,41.4048669,2.211922,Celtis australis,27.64918341,1,Coolest
0019483AR,433825.953,4583567.879,41.400929,2.2083515,Celtis australis,27.79623917,2,Cool
0019486AR,434361.367,4583956.396,41.4044722,2.214714,Celtis australis,27.80696591,2,Cool
0019487AR,434098.849,4584223.808,41.4068592,2.2115444,Celtis australis,27.52107457,1,Coolest
0019495AR,433820.723,4583573.259,41.400977,2.2082883,Celtis australis,27.73402515,1,Coolest
0019497AR,434081.957,4584050.348,41.4052955,2.2113612,Celtis australis,27.96840198,2,Cool
0019498AR,434418.701,4584492.166,41.4093024,2.2153418,Celtis australis,28.00829441,2,Cool
0019501AR,433878.493,4583514.309,41.4004508,2.2089858,Celtis australis,28.48743436,2,Cool
0019509AR,433867.983,4583524.869,41.4005451,2.2088589,Celtis australis,28.30299723,2,Cool
0019512AR,434109.868,4584192.578,41.4065788,2.2116797,Celtis australis,27.55691644,1,Coolest
0019524AR,433916.134,4583645.239,41.4016332,2.2094218,Celtis australis,27.53263442,1,Coolest
0019541AR,433861.298,4584116.18,41.4058703,2.2087143,Celtis australis,28.08750626,2,Cool
0019553AR,434143.207,4584004.927,41.4048914,2.2120989,Celtis australis,27.58108181,1,Coolest
0019555AR,434262.136,4584083.44,41.4056083,2.2135131,Celtis australis,26.87160023,1,Coolest
0019557AR,434155.816,4583799.157,41.4030391,2.2122721,Celtis australis,27.60637184,1,Coolest
0019558AR,434104.739,4584239.888,41.4070045,2.2116131,Celtis australis,27.46655414,1,Coolest
0019560AR,434056.015,4583689.328,41.4020418,2.2110902,Celtis australis,27.97586286,2,Cool
0019563AR,434442.771,4584441.806,41.4088508,2.2156352,Celtis australis,27.2957767,1,Coolest
0019569AR,434243.786,4583883.676,41.4038076,2.2133153,Celtis australis,27.57280375,1,Coolest
0019573AR,433976.814,4583600.158,41.4012321,2.2101525,Celtis australis,28.3418501,2,Cool
0019578AR,433945.324,4583632.408,41.40152,2.2097723,Celtis australis,27.76155909,1,Coolest
0019581AR,434309.608,4584031.546,41.4051448,2.2140866,Celtis australis,26.66471196,1,Coolest
0019582AR,434065.5189999999,4584257.448,41.4071595,2.211142,Celtis australis,27.65381288,1,Coolest
0019585AR,434148.575,4583790.077,41.4029568,2.2121865,Celtis australis,27.61934642,1,Coolest
0019586AR,433968.134,4583591.718,41.4011554,2.2100496,Celtis australis,28.3638995,2,Cool
0019590AR,434222.751,4584468.988,41.4090776,2.213,Celtis australis,26.74517741,1,Coolest
0019592AR,433998.257,4584067.599,41.405444,2.2103581,Celtis australis,28.20420248,2,Cool
0019593AR,434711.493,4584663.464,41.4108691,2.2188261,Celtis australis,23.83201016,1,Coolest
0019606AR,434133.557,4583997.007,41.4048193,2.2119843,Celtis australis,27.56526278,1,Coolest
0019609AR,434226.367,4583918.307,41.4041181,2.2131031,Celtis australis,27.18294845,1,Coolest
0019611AR,434071.349,4584273.748,41.4073067,2.21121,Celtis australis,27.63005785,1,Coolest
0019613AR,434431.091,4584479.296,41.4091875,2.2154914,Celtis australis,27.89660644,2,Cool
0019621AR,434178.18500000006,4583776.407,41.4028361,2.2125422,Celtis australis,28.11252739,2,Cool
0019622AR,434308.647,4584009.936,41.4049501,2.2140775,Celtis australis,26.82422032,1,Coolest
0019626AR,433627.314,4584324.558,41.4077278,2.2058924,Celtis australis,26.63225339,1,Coolest
0019631AR,434066.565,4583678.408,41.4019443,2.2112176,Celtis australis,28.24137988,2,Cool
0019634AR,434194.577,4583950.877,41.4044088,2.2127193,Celtis australis,27.09496726,1,Coolest
0019635AR,434040.195,4583705.708,41.402188,2.2108992,Celtis australis,27.71056387,1,Coolest
0019637AR,434009.635,4583760.998,41.4026835,2.2105276,Celtis australis,27.08558761,1,Coolest
0019656AR,433842.543,4583529.269,41.4005826,2.2085541,Celtis australis,28.09244067,2,Cool
0019657AR,434106.487,4584042.458,41.4052265,2.2116556,Celtis australis,27.8827049,2,Cool
0019663AR,434098.368,4584164.668,41.4063265,2.2115451,Celtis australis,27.72341719,1,Coolest
0019666AR,434164.205,4583773.977,41.402813,2.2123752,Celtis australis,27.99714055,2,Cool
0019667AR,434245.788,4584099.427,41.405751,2.2133158,Celtis australis,27.03724628,1,Coolest
0019673AR,434220.8769999999,4583923.907,41.4041681,2.2130369,Celtis australis,27.12461668,1,Coolest
0019694AR,433976.933,4584046.073,41.4052484,2.2101053,Celtis australis,28.31217712,2,Cool
0019696AR,433862.583,4583530.309,41.4005936,2.2087937,Celtis australis,28.21524834,2,Cool
0019697AR,434108.248,4584174.548,41.4064163,2.2116622,Celtis australis,27.6314368,1,Coolest
0019698AR,434435.241,4584474.996,41.4091491,2.2155415,Celtis australis,27.91305559,2,Cool
0019713AR,433685.459,4584322.711,41.407716,2.2065882,Celtis australis,26.89106628,1,Coolest
0019714AR,434493.441,4584390.215,41.4083902,2.216247,Celtis australis,27.19687631,1,Coolest
0019715AR,434122.379,4584222.248,41.4068471,2.2118261,Celtis australis,27.43271657,1,Coolest
0019718AR,434061.317,4584071.678,41.4054859,2.211112,Celtis australis,27.99613529,2,Cool
0019719AR,434083.7579999999,4584150.278,41.4061957,2.2113719,Celtis australis,27.80819676,2,Cool
0019720AR,434212.417,4583915.557,41.4040922,2.2129366,Celtis australis,27.12405989,1,Coolest
0019726AR,433634.209,4584335.232,41.4078245,2.2059737,Celtis australis,26.57998805,1,Coolest
0019731AR,434298.557,4584020.736,41.4050465,2.2139556,Celtis australis,26.80630401,1,Coolest
0019732AR,434278.24,4584066.764,41.4054594,2.2137076,Celtis australis,26.69451001,1,Coolest
0019734AR,434080.247,4584069.268,41.4054658,2.2113387,Celtis australis,27.93043838,2,Cool
0019737AR,433924.434,4583653.949,41.4017123,2.2095201,Celtis australis,27.51425838,1,Coolest
0019740AR,434256.436,4583887.126,41.4038397,2.2134662,Celtis australis,27.66802563,1,Coolest
0019741AR,433896.437,4584065.929,41.4054206,2.2091402,Celtis australis,28.24597284,2,Cool
0019747AR,434116.977,4584031.738,41.4051308,2.2117822,Celtis australis,27.84169485,2,Cool
0019748AR,434067.905,4583700.928,41.4021472,2.2112312,Celtis australis,27.94842188,2,Cool
0019750AR,434014.096,4584082.399,41.4055786,2.2105459,Celtis australis,28.07219112,2,Cool
0019753AR,434372.257,4583967.266,41.404571,2.2148431,Celtis australis,27.58135332,1,Coolest
0019756AR,434059.318,4584126.178,41.4059766,2.2110822,Celtis australis,27.92552402,2,Cool
0019764AR,433779.159,4584377.381,41.4082161,2.2077031,Celtis australis,27.07513481,1,Coolest
0019766AR,434132.717,4584015.648,41.4049871,2.2119723,Celtis australis,27.69488442,1,Coolest
0019780AR,434437.4110000001,4584447.486,41.4089015,2.2155705,Celtis australis,27.36234179,1,Coolest
0019782AR,433667.586,4584299.126,41.4075021,2.2063769,Celtis australis,27.03325663,1,Coolest
0019785AR,434091.096,4583849.078,41.4034835,2.2114925,Celtis australis,26.82454512,1,Coolest
0019797AR,434356.117,4583961.986,41.4045221,2.2146506,Celtis australis,27.53668636,1,Coolest
0019808AR,434198.128,4584144.977,41.4061573,2.2127407,Celtis australis,27.32780679,1,Coolest
0019816AR,434111.442,4584620.079,41.4104293,2.2116519,Celtis australis,27.27207026,1,Coolest
0019827AR,434059.989,4584263.288,41.4072116,2.2110752,Celtis australis,27.67465734,1,Coolest
0019828AR,434314.818,4584026.366,41.4050986,2.2141495,Celtis australis,26.6665241,1,Coolest
0019836AR,433967.516,4584052.235,41.4053031,2.209992,Celtis australis,28.29686008,2,Cool
0019848AR,434060.848,4584144.178,41.4061389,2.2110985,Celtis australis,27.89781093,2,Cool
0019858AR,433992.735,4583754.868,41.4026269,2.2103261,Celtis australis,27.06699742,1,Coolest
0019859AR,434106.621,4583834.45,41.403353,2.2116798,Celtis australis,26.94924388,1,Coolest
0019869AR,434118.2679999999,4584184.438,41.4065062,2.211781,Celtis australis,27.53506653,1,Coolest
0019870AR,433987.012,4584619.77,41.4104163,2.2101633,Celtis australis,28.84297779,2,Cool
0019872AR,434185.757,4583942.647,41.404334,2.2126147,Celtis australis,27.07425978,1,Coolest
0019875AR,433888.973,4583503.549,41.4003548,2.2091123,Celtis australis,28.67621885,2,Cool
0019882AR,433982.248,4584168.789,41.4063541,2.2101555,Celtis australis,27.93384449,2,Cool
0019887AR,434153.959,4584189.368,41.4065535,2.2122075,Celtis australis,27.33328244,1,Coolest
0019894AR,434081.969,4584241.678,41.4070188,2.2113405,Celtis australis,27.58841651,1,Coolest
0019896AR,434062.615,4583706.388,41.402196,2.2111673,Celtis australis,27.84751951,2,Cool
0019897AR,434076.797,4584055.678,41.4053431,2.2112989,Celtis australis,27.97978238,2,Cool
0019899AR,433638.889,4584330.242,41.40778,2.2060302,Celtis australis,26.64637286,1,Coolest
0019901AR,434045.475,4583700.248,41.4021392,2.210963,Celtis australis,27.78800986,2,Cool
0019905AR,434567.431,4584456.765,41.4089957,2.217125,Celtis australis,25.28434109,1,Coolest
0019913AR,434255.22200000007,4584632.328,41.4105514,2.2133708,Celtis australis,28.04849079,2,Cool
0019916AR,433976.618,4584174.559,41.4064056,2.2100875,Celtis australis,27.86621158,2,Cool
0019928AR,434215.4369999999,4583929.387,41.404217,2.2129712,Celtis australis,27.09198447,1,Coolest
0019929AR,434131.006,4583824.847,41.4032685,2.2119725,Celtis australis,27.12453307,1,Coolest
0019932AR,433994.537,4584080.649,41.4055612,2.2103122,Celtis australis,28.08302551,2,Cool
0019937AR,433916.0,4584550.0,41.4097821,2.2093214,Celtis australis,28.8213439,2,Cool
0019938AR,433957.618,4584023.009,41.4050391,2.2098768,Celtis australis,28.38887623,2,Cool
0019939AR,433881.0,4584516.0,41.409473,2.2089064,Celtis australis,28.49579568,2,Cool
0019947AR,434050.74499999994,4583694.788,41.4020905,2.2110266,Celtis australis,27.90463475,2,Cool
0019964AR,434048.129,4584084.575,41.405601,2.2109528,Celtis australis,28.01663388,2,Cool
0019966AR,433863.11,4584498.78,41.4093164,2.2086942,Celtis australis,28.19053009,2,Cool
0019969AR,434226.491,4584472.648,41.4091109,2.2130444,Celtis australis,26.76728051,1,Coolest
0019971AR,433979.184,4583580.848,41.4010584,2.210183,Celtis australis,28.58592769,2,Cool
0019972AR,433959.468,4584200.439,41.4066373,2.2098796,Celtis australis,27.8850714,2,Cool
0019974AR,434115.479,4584206.658,41.4067061,2.2117452,Celtis australis,27.4495155,1,Coolest
0019976AR,434053.25,4584120.534,41.4059253,2.2110102,Celtis australis,27.96112387,2,Cool
0019979AR,434064.518,4584085.358,41.4056094,2.2111488,Celtis australis,27.98368654,2,Cool
0019981AR,434350.697,4583989.776,41.4047719,2.2145827,Celtis australis,27.12686762,1,Coolest
0019983AR,433972.447,4584057.038,41.4053468,2.2100505,Celtis australis,28.28222559,2,Cool
0019990AR,433773.729,4584362.761,41.408084,2.2076398,Celtis australis,27.11819085,1,Coolest
0019993AR,434232.998,4584109.657,41.4058421,2.2131617,Celtis australis,27.23991552,1,Coolest
0020007AR,433948.017,4584034.449,41.4051413,2.2097607,Celtis australis,28.35924454,2,Cool
0020009AR,433982.871,4584615.44,41.410377,2.2101143,Celtis australis,28.84173814,2,Cool
0020013AR,434266.189,4584079.159,41.4055701,2.2135621,Celtis australis,26.75814448,1,Coolest
0020014AR,434245.346,4583898.556,41.4039417,2.2133323,Celtis australis,27.46995377,1,Coolest
0020016AR,434684.033,4584624.164,41.4105129,2.2185019,Celtis australis,21.91628379,1,Coolest
0020018AR,433914.344,4583665.399,41.4018146,2.2093981,Celtis australis,27.4471508,1,Coolest
0020021AR,434426.961,4584483.556,41.4092255,2.2154415,Celtis australis,27.93277193,2,Cool
0020023AR,434110.619,4584234.008,41.406952,2.2116841,Celtis australis,27.43626491,1,Coolest
0020035AR,434460.541,4584449.326,41.40892,2.215847,Celtis australis,27.76211517,1,Coolest
0020037AR,434218.721,4584465.538,41.4090462,2.2129522,Celtis australis,26.73261844,1,Coolest
0020038AR,433957.294,4584042.176,41.4052117,2.2098708,Celtis australis,28.33434442,2,Cool
0020046AR,434008.555,4583738.478,41.4024806,2.2105171,Celtis australis,27.25228965,1,Coolest
0020049AR,434004.21800000005,4584146.189,41.4061523,2.2104208,Celtis australis,27.94277271,2,Cool
0020052AR,433831.203,4583562.509,41.4008811,2.2084148,Celtis australis,27.84297869,2,Cool
0020057AR,434325.297,4584015.726,41.4050036,2.214276,Celtis australis,26.77318543,1,Coolest
0020059AR,434112.9170000001,4584018.338,41.4050097,2.2117351,Celtis australis,27.81626962,2,Cool
0020060AR,434036.758,4584128.558,41.4059962,2.210812,Celtis australis,27.96256824,2,Cool
0020061AR,433965.598,4584185.919,41.406507,2.2099545,Celtis australis,27.88956292,2,Cool
0020070AR,434148.45699999994,4583999.567,41.4048436,2.2121623,Celtis australis,27.53863496,1,Coolest
0020084AR,434439.551,4584470.756,41.4091113,2.2155935,Celtis australis,27.85193255,2,Cool
0020097AR,434448.431,4584436.066,41.4087995,2.2157035,Celtis australis,27.4428476,1,Coolest
0020098AR,434474.85,4584324.425,41.4077962,2.2160317,Celtis australis,25.90156161,1,Coolest
0020099AR,433954.775,4583815.929,41.4031737,2.2098654,Celtis australis,27.33802774,1,Coolest
0020109AR,434548.701,4584396.385,41.4084503,2.2169074,Celtis australis,26.45193254,1,Coolest
0020111AR,434034.925,4583711.168,41.4022367,2.2108356,Celtis australis,27.61493031,1,Coolest
0020112AR,434264.766,4583861.806,41.4036123,2.2135686,Celtis australis,27.97822311,2,Cool
0020119AR,434021.708,4584088.968,41.4056384,2.2106363,Celtis australis,28.05948945,2,Cool
0020132AR,434282.128,4584036.886,41.4051907,2.2137573,Celtis australis,26.85652467,1,Coolest
0020137AR,433917.706,4583854.489,41.403518,2.2094177,Celtis australis,27.7161435,1,Coolest
0020138AR,433912.815,4583981.567,41.4046621,2.2093453,Celtis australis,28.46847965,2,Cool
0020139AR,434069.7579999999,4584079.988,41.4055615,2.2112121,Celtis australis,27.96037975,2,Cool
0020142AR,434111.964,4583829.392,41.4033079,2.2117443,Celtis australis,26.99103305,1,Coolest
0020145AR,434052.851,4584113.778,41.4058644,2.2110061,Celtis australis,27.970037,2,Cool
0020146AR,434228.278,4584114.307,41.4058836,2.2131047,Celtis australis,27.24068734,1,Coolest
0020151AR,434397.581,4584513.806,41.4094956,2.2150868,Celtis australis,28.20969956,2,Cool
0020156AR,434013.825,4583733.018,41.4024318,2.2105808,Celtis australis,27.31087301,1,Coolest
0020158AR,434482.031,4584401.775,41.4084934,2.2161092,Celtis australis,27.30572845,1,Coolest
0020160AR,434447.961,4584462.196,41.4090348,2.2156951,Celtis australis,27.84635647,2,Cool
0020162AR,434120.616,4583835.497,41.4033636,2.2118471,Celtis australis,27.0198746,1,Coolest
0020174AR,433905.764,4583655.769,41.4017272,2.2092966,Celtis australis,27.47050256,1,Coolest
0020178AR,434704.903,4584652.874,41.4107732,2.2187484,Celtis australis,23.37790251,1,Coolest
0020181AR,433652.939,4584315.282,41.4076464,2.2061999,Celtis australis,26.86096115,1,Coolest
0020187AR,434492.84,4584348.555,41.408015,2.2162443,Celtis australis,26.35095652,1,Coolest
0020189AR,434056.168,4584077.018,41.4055336,2.2110498,Celtis australis,28.01935219,2,Cool
0020190AR,434330.487,4584010.436,41.4049564,2.2143387,Celtis australis,26.79703594,1,Coolest
0020193AR,434102.597,4584029.008,41.405105,2.2116105,Celtis australis,27.91202307,2,Cool
0020202AR,433998.878,4584151.789,41.4062023,2.2103563,Celtis australis,27.93221705,2,Cool
0020204AR,434020.2349999999,4583750.078,41.402586,2.2106556,Celtis australis,27.24107224,1,Coolest
0020210AR,434115.809,4584198.238,41.4066303,2.2117501,Celtis australis,27.49431608,1,Coolest
0020211AR,434151.226,4583803.997,41.4030824,2.2122167,Celtis australis,27.44608127,1,Coolest
0020212AR,434070.989,4584251.868,41.4071097,2.2112081,Celtis australis,27.6117259,1,Coolest
0020213AR,434123.788,4584189.988,41.4065566,2.2118465,Celtis australis,27.48429406,1,Coolest
0020220AR,434287.718,4584031.356,41.4051413,2.2138248,Celtis australis,26.86984487,1,Coolest
0020230AR,434254.126,4583872.616,41.4037088,2.2134402,Celtis australis,27.76023667,1,Coolest
0020241AR,434138.056,4583800.817,41.4030526,2.2120595,Celtis australis,27.37724738,1,Coolest
0020242AR,434055.28800000006,4584093.733,41.4056841,2.2110375,Celtis australis,27.99329699,2,Cool
0020244AR,434259.416,4583867.166,41.4036602,2.2135041,Celtis australis,27.84760947,2,Cool
0020254AR,434422.771,4584487.856,41.4092639,2.2153909,Celtis australis,27.96678668,2,Cool
0020257AR,434240.616,4583903.267,41.4039838,2.2132752,Celtis australis,27.40175785,1,Coolest
0020271AR,434052.015,4583717.308,41.4022934,2.2110393,Celtis australis,27.63996559,1,Coolest
0020275AR,434460.22,4584304.365,41.4076143,2.2158588,Celtis australis,25.54485916,1,Coolest
0020280AR,434038.878,4584088.448,41.4056351,2.2108417,Celtis australis,28.04618344,2,Cool
0020281AR,434046.715,4583722.768,41.4023422,2.2109753,Celtis australis,27.56320449,1,Coolest
0020302AR,434030.288,4584088.708,41.4056368,2.210739,Celtis australis,28.04833887,2,Cool
0020306AR,434273.206,4583869.856,41.4036855,2.2136687,Celtis australis,27.95395189,2,Cool
0020308AR,434125.62599999993,4583830.087,41.4033153,2.2119076,Celtis australis,27.04297,1,Coolest
0020314AR,434223.516,4583904.267,41.4039914,2.2130706,Celtis australis,27.24129132,1,Coolest
0020316AR,433894.555,4583963.899,41.4045015,2.2091288,Celtis australis,28.43487967,2,Cool
0020319AR,434238.998,4584103.727,41.4057891,2.2132341,Celtis australis,27.21354593,1,Coolest
0020321AR,433964.155,4584033.118,41.4051307,2.2099539,Celtis australis,28.35914574,2,Cool
0020327AR,434075.658,4584158.808,41.4062719,2.2112741,Celtis australis,27.81172426,2,Cool
0020337AR,434160.2679999999,4584183.028,41.4064969,2.2122836,Celtis australis,27.33505786,1,Coolest
0020341AR,434160.986,4583793.677,41.4029902,2.2123346,Celtis australis,27.69541922,1,Coolest
0020352AR,434200.157,4583945.077,41.404357,2.2127867,Celtis australis,27.05649079,1,Coolest
0020355AR,434191.837,4583937.127,41.4042848,2.212688,Celtis australis,27.03734914,1,Coolest
0020360AR,434090.747,4584058.548,41.4053701,2.2114655,Celtis australis,27.93648458,2,Cool
0020368AR,434172.415,4583782.197,41.4028877,2.2124725,Celtis australis,27.98077686,2,Cool
0020380AR,434003.275,4583743.938,41.4025293,2.2104534,Celtis australis,27.21611697,1,Coolest
0020383AR,434003.778,4584089.999,41.4056462,2.2104217,Celtis australis,28.05973196,2,Cool
0020384AR,433863.546,4583929.279,41.4041871,2.2087617,Celtis australis,28.2515826,2,Cool
0020385AR,434122.217,4584026.368,41.4050828,2.2118455,Celtis australis,27.8040968,2,Cool
0020386AR,434030.239,4584275.419,41.4073184,2.210718,Celtis australis,27.74139008,1,Coolest
0020391AR,434138.717,4583991.677,41.4047717,2.2120466,Celtis australis,27.49800251,1,Coolest
0020392AR,434555.091,4584405.605,41.4085339,2.2169829,Celtis australis,26.09043858,1,Coolest
0020398AR,433931.874,4583629.048,41.4014886,2.2096118,Celtis australis,27.71281527,1,Coolest
0020408AR,434677.1230000001,4584614.384,41.4104242,2.2184202,Celtis australis,21.69435176,1,Coolest
0020409AR,434452.081,4584457.906,41.4089965,2.2157448,Celtis australis,27.80988122,2,Cool
0020411AR,433883.893,4583508.869,41.4004023,2.209051,Celtis australis,28.57468479,2,Cool
0020416AR,434319.267,4583999.306,41.4048552,2.2142057,Celtis australis,26.91171045,1,Coolest
0020417AR,433940.134,4583637.688,41.4015671,2.2097097,Celtis australis,27.68402499,1,Coolest
0020419AR,434345.867,4583994.676,41.4048157,2.2145244,Celtis australis,27.06085921,1,Coolest
0020429AR,434131.808,4584190.148,41.4065587,2.2119424,Celtis australis,27.42353031,1,Coolest
0020431AR,434228.476,4583899.097,41.4039452,2.2131305,Celtis australis,27.29713343,1,Coolest
0020435AR,434099.818,4584182.988,41.4064916,2.2115605,Celtis australis,27.64726555,1,Coolest
0020440AR,434127.616,4583811.627,41.4031492,2.2119334,Celtis australis,27.17966679,1,Coolest
0020442AR,433800.599,4584335.141,41.4078374,2.2079643,Celtis australis,26.89748415,1,Coolest
0020443AR,434191.818,4584151.317,41.4062139,2.2126645,Celtis australis,27.33029383,1,Coolest
0020446AR,434222.928,4584119.607,41.4059309,2.2130401,Celtis australis,27.27391362,1,Coolest
0020450AR,434341.067,4583999.726,41.4048608,2.2144664,Celtis australis,26.93747618,1,Coolest
0020452AR,434003.767,4584073.109,41.4054941,2.2104234,Celtis australis,28.10105281,2,Cool
0020455AR,434137.718,4584184.138,41.4065051,2.2120138,Celtis australis,27.44630045,1,Coolest
0020457AR,434185.508,4584157.657,41.4062705,2.2125883,Celtis australis,27.34179269,1,Coolest
0020459AR,434069.118,4584135.758,41.4060637,2.2111983,Celtis australis,27.89459273,2,Cool
0020464AR,433909.036,4583977.639,41.4046264,2.2093006,Celtis australis,28.46568596,2,Cool
0020472AR,434443.761,4584466.446,41.4090728,2.2156444,Celtis australis,27.82144002,2,Cool
0020477AR,433961.094,4583616.308,41.4013763,2.2099627,Celtis australis,28.01882249,2,Cool
0020479AR,434196.9170000001,4583931.717,41.4042364,2.2127494,Celtis australis,27.03739026,1,Coolest
0020482AR,433971.1979999999,4584180.319,41.406457,2.2100221,Celtis australis,27.85118937,2,Cool
0020483AR,433847.363,4583523.739,41.4005332,2.2086124,Celtis australis,28.15639884,2,Cool
0020488AR,434465.451,4584418.826,41.4086456,2.215909,Celtis australis,27.40606894,1,Coolest
0020490AR,434299.178,4584042.346,41.4052412,2.2139607,Celtis australis,26.58957359,1,Coolest
0020499AR,434464.661,4584445.046,41.4088817,2.2158967,Celtis australis,27.75353121,1,Coolest
0020502AR,434589.88099999994,4584454.285,41.4089752,2.2173938,Celtis australis,24.06055898,1,Coolest
0020505AR,433921.254,4583639.849,41.401585,2.2094836,Celtis australis,27.56761536,1,Coolest
0020508AR,434350.487,4583967.296,41.4045695,2.2145826,Celtis australis,27.45303882,1,Coolest
0020523AR,433900.114,4583661.709,41.4017802,2.2092283,Celtis australis,27.43240831,1,Coolest
