codi,x_etrs89,y_etrs89,latitud,longitud,cat_nom_ci,Mean_LST,LST_zone,LST_zone_label
0003798AR,429269.45,4581891.852,41.3854457,2.1540427,Platanus × acerifolia,28.64983596,3,Warm
0003799AR,429274.634,4581886.181,41.3853951,2.1541054,Platanus × acerifolia,28.63244188,3,Warm
0003800AR,429280.497,4581880.385,41.3853434,2.1541761,Platanus × acerifolia,28.66453095,3,Warm
0017853AR,434051.88099999994,4584492.099,41.4092718,2.2109533,Platanus × acerifolia,27.95344145,2,Cool
0018050AR,434109.811,4584522.388,41.4095493,2.2116431,Platanus × acerifolia,27.26161628,2,Cool
0019301AR,433999.862,4584632.619,41.4105331,2.2103156,Platanus × acerifolia,28.67509402,3,Warm
0019302AR,433856.21,4584457.1,41.4089405,2.2086162,Platanus × acerifolia,27.5522297,2,Cool
0019303AR,434029.432,4584661.349,41.4107943,2.2106663,Platanus × acerifolia,28.30123247,2,Cool
0019308AR,433707.797,4584072.001,41.4054598,2.2068829,Platanus × acerifolia,27.29523357,2,Cool
0019309AR,433964.209,4584244.569,41.4070351,2.2099314,Platanus × acerifolia,27.75735302,2,Cool
0019316AR,433788.66,4584419.701,41.4085981,2.2078122,Platanus × acerifolia,27.34141399,2,Cool
0019317AR,433842.25,4584407.55,41.408493,2.2084546,Platanus × acerifolia,27.08946273,1,Coolest
0019319AR,433741.129,4584375.791,41.4081987,2.2072484,Platanus × acerifolia,27.09670819,1,Coolest
0019331AR,433822.29,4584455.031,41.408919,2.2082106,Platanus × acerifolia,27.68533443,2,Cool
0019333AR,433894.511,4584529.0,41.4095912,2.2090666,Platanus × acerifolia,28.67685858,3,Warm
0019336AR,434004.2420000001,4584636.619,41.4105695,2.2103676,Platanus × acerifolia,28.59335621,3,Warm
0019342AR,434245.761,4584537.867,41.4096999,2.2132678,Platanus × acerifolia,27.77493064,2,Cool
0019344AR,434430.092,4584602.606,41.410298,2.2154661,Platanus × acerifolia,28.58460553,3,Warm
0019346AR,433576.859,4584322.032,41.4077009,2.205289,Platanus × acerifolia,26.42393531,1,Coolest
0019363AR,434479.772,4584618.586,41.410446,2.2160587,Platanus × acerifolia,28.39998072,2,Cool
0019372AR,434011.22,4584462.759,41.4090042,2.2104701,Platanus × acerifolia,27.9956678,2,Cool
0019373AR,434080.0,4584711.0,41.4112457,2.2112659,Platanus × acerifolia,28.44642035,2,Cool
0019374AR,434072.709,4584323.638,41.4077562,2.2112208,Platanus × acerifolia,27.57864668,2,Cool
0019376AR,434171.472,4584627.158,41.410498,2.2123694,Platanus × acerifolia,27.54303885,2,Cool
0019380AR,433679.259,4584334.591,41.4078225,2.2065127,Platanus × acerifolia,26.8629415,1,Coolest
0019381AR,433827.01,4584459.511,41.4089598,2.2082666,Platanus × acerifolia,27.70782965,2,Cool
0019382AR,434226.111,4584531.738,41.4096431,2.2130334,Platanus × acerifolia,27.4763035,2,Cool
0019384AR,433855.0900000001,4584411.62,41.4085308,2.2086078,Platanus × acerifolia,27.16257823,1,Coolest
0019386AR,433951.65,4584487.61,41.4092231,2.2097547,Platanus × acerifolia,27.89981951,2,Cool
0019387AR,434281.562,4584602.717,41.4102869,2.2136891,Platanus × acerifolia,28.17779632,2,Cool
0019391AR,433777.129,4584382.231,41.4082596,2.2076783,Platanus × acerifolia,27.08123897,1,Coolest
0019396AR,434276.002,4584611.243,41.4103632,2.2136217,Platanus × acerifolia,28.08591309,2,Cool
0019397AR,433677.129,4584314.081,41.4076376,2.2064895,Platanus × acerifolia,26.91478589,1,Coolest
0019399AR,433985.571,4584497.999,41.4093195,2.2101594,Platanus × acerifolia,27.82467467,2,Cool
0019401AR,433907.00000000006,4584541.0,41.4097003,2.2092147,Platanus × acerifolia,28.74613781,3,Warm
0019409AR,433580.231,4584205.383,41.4066506,2.2053422,Platanus × acerifolia,27.69662736,2,Cool
0019415AR,433703.819,4584363.041,41.4080808,2.2068034,Platanus × acerifolia,27.00700471,1,Coolest
0019419AR,433671.138,4584326.29,41.4077471,2.2064164,Platanus × acerifolia,26.85528334,1,Coolest
0019422AR,434205.381,4584453.298,41.4089349,2.2127939,Platanus × acerifolia,26.67276562,1,Coolest
0019424AR,433949.35,4584458.45,41.4089603,2.2097304,Platanus × acerifolia,27.67932273,2,Cool
0019427AR,433590.948,4584188.752,41.4065017,2.2054722,Platanus × acerifolia,27.81979578,2,Cool
0019428AR,434201.221,4584540.478,41.4097198,2.2127347,Platanus × acerifolia,27.40580879,2,Cool
0019430AR,433895.808,4584173.02,41.4063851,2.209121,Platanus × acerifolia,27.819367,2,Cool
0019438AR,434004.97,4584460.389,41.4089823,2.2103956,Platanus × acerifolia,27.95852344,2,Cool
0019442AR,434070.432,4584644.439,41.4106454,2.2111586,Platanus × acerifolia,27.7438297,2,Cool
0019452AR,433969.349,4584249.579,41.4070807,2.2099924,Platanus × acerifolia,27.74548314,2,Cool
0019453AR,434280.032,4584565.407,41.4099507,2.2136748,Platanus × acerifolia,28.10667952,2,Cool
0019456AR,434015.375,4584303.985,41.4075745,2.2105371,Platanus × acerifolia,27.70881059,2,Cool
0019458AR,433846.61,4584475.54,41.4091058,2.2084994,Platanus × acerifolia,27.87557504,2,Cool
0019461AR,433507.738,4584275.153,41.407273,2.2044673,Platanus × acerifolia,26.90397126,1,Coolest
0019462AR,434444.292,4584607.236,41.4103409,2.2156355,Platanus × acerifolia,28.57951882,3,Warm
0019464AR,434021.152,4584653.199,41.4107202,2.2105681,Platanus × acerifolia,28.4169004,2,Cool
0019471AR,434212.665,4584460.495,41.4090003,2.2128803,Platanus × acerifolia,26.74731215,1,Coolest
0019476AR,434178.283,4584711.558,41.4112588,2.2124417,Platanus × acerifolia,28.80036506,3,Warm
0019480AR,434091.511,4584488.359,41.4092413,2.2114278,Platanus × acerifolia,27.56805279,2,Cool
0019481AR,434180.731,4584561.158,41.4099043,2.2124873,Platanus × acerifolia,27.40754911,2,Cool
0019488AR,434167.092,4584622.788,41.4104583,2.2123174,Platanus × acerifolia,27.46929476,2,Cool
0019489AR,434298.981,4584545.147,41.4097698,2.2139038,Platanus × acerifolia,27.99758828,2,Cool
0019490AR,434400.112,4584593.236,41.4102112,2.2151084,Platanus × acerifolia,28.53945886,3,Warm
0019492AR,434012.0,4584644.0,41.4106366,2.2104596,Platanus × acerifolia,28.49436844,2,Cool
0019504AR,434197.442,4584691.628,41.4110808,2.212673,Platanus × acerifolia,28.47761628,2,Cool
0019506AR,433967.213,4584360.373,41.4080784,2.2099548,Platanus × acerifolia,27.47136718,2,Cool
0019507AR,434031.215,4584317.185,41.4076947,2.2107251,Platanus × acerifolia,27.72364393,2,Cool
0019511AR,434232.702,4584577.608,41.4100567,2.2131073,Platanus × acerifolia,27.71755156,2,Cool
0019514AR,433589.85,4584229.247,41.4068663,2.2054546,Platanus × acerifolia,27.48460726,2,Cool
0019522AR,434451.102,4584609.446,41.4103614,2.2157167,Platanus × acerifolia,28.51629575,2,Cool
0019523AR,433919.208,4584201.349,41.4066422,2.2093978,Platanus × acerifolia,27.83583448,2,Cool
0019525AR,434054.602,4584295.021,41.407497,2.2110073,Platanus × acerifolia,27.68370915,2,Cool
0019527AR,434045.111,4584517.699,41.4095018,2.2108695,Platanus × acerifolia,27.70985511,2,Cool
0019528AR,433841.6,4584474.32,41.4090944,2.2084395,Platanus × acerifolia,27.88176118,2,Cool
0019530AR,433945.5,4584485.7,41.4092054,2.2096813,Platanus × acerifolia,27.86828634,2,Cool
0019535AR,434145.492,4584521.286,41.4095423,2.2120701,Platanus × acerifolia,27.2229002,2,Cool
0019537AR,434084.891,4584486.209,41.4092214,2.2113489,Platanus × acerifolia,27.64472943,2,Cool
0019538AR,434219.771,4584529.618,41.4096235,2.2129578,Platanus × acerifolia,27.38623037,2,Cool
0019543AR,433881.03,4584419.85,41.408607,2.2089172,Platanus × acerifolia,27.22194513,2,Cool
0019544AR,434174.241,4584559.098,41.4098853,2.2124099,Platanus × acerifolia,27.36074494,2,Cool
0019546AR,434670.323,4584676.044,41.410979,2.2183322,Platanus × acerifolia,23.96172616,1,Coolest
0019547AR,434174.331,4584515.188,41.4094898,2.2124157,Platanus × acerifolia,27.20333932,2,Cool
0019549AR,433944.94,4584440.97,41.4088025,2.2096795,Platanus × acerifolia,27.50608898,2,Cool
0019550AR,434458.702,4584611.526,41.4103807,2.2158074,Platanus × acerifolia,28.52808721,3,Warm
0019551AR,433831.36,4584420.42,41.4086081,2.2083229,Platanus × acerifolia,27.23548049,2,Cool
0019556AR,433852.36,4584470.42,41.4090601,2.2085687,Platanus × acerifolia,27.72001758,2,Cool
0019564AR,434031.575,4584469.126,41.4090632,2.2107129,Platanus × acerifolia,28.06458658,2,Cool
0019566AR,433792.56,4584408.051,41.4084935,2.2078601,Platanus × acerifolia,27.23543978,2,Cool
0019571AR,434121.112,4584592.899,41.4101853,2.2117706,Platanus × acerifolia,27.24931934,2,Cool
0019572AR,433935.489,4584228.148,41.4068849,2.2095897,Platanus × acerifolia,27.76711197,2,Cool
0019574AR,434245.6919999999,4584581.718,41.4100948,2.2132622,Platanus × acerifolia,27.80829495,2,Cool
0019580AR,433698.809,4584335.471,41.407832,2.2067465,Platanus × acerifolia,26.86802309,1,Coolest
0019584AR,433746.947,4584037.98,41.4051566,2.2073549,Platanus × acerifolia,27.7059992,2,Cool
0019591AR,434202.232,4584686.648,41.4110364,2.2127309,Platanus × acerifolia,28.42977045,2,Cool
0019595AR,433828.69,4584403.61,41.4084564,2.2082928,Platanus × acerifolia,27.1296915,1,Coolest
0019599AR,433964.63,4584447.849,41.4088661,2.2099143,Platanus × acerifolia,27.66001697,2,Cool
0019600AR,434199.861,4584523.548,41.4095672,2.2127203,Platanus × acerifolia,27.10120831,1,Coolest
0019605AR,434019.061,4584481.879,41.409177,2.2105618,Platanus × acerifolia,27.94910865,2,Cool
0019607AR,433962.373,4584366.142,41.40813,2.2098962,Platanus × acerifolia,27.45874013,2,Cool
0019614AR,434149.89,4584399.558,41.4084463,2.2121359,Platanus × acerifolia,26.74788915,1,Coolest
0019616AR,433845.618,4584129.86,41.4059922,2.2085253,Platanus × acerifolia,27.94857339,2,Cool
0019618AR,434091.261,4584504.379,41.4093856,2.2114231,Platanus × acerifolia,27.47819992,2,Cool
0019619AR,433882.578,4584159.82,41.4062651,2.2089641,Platanus × acerifolia,27.86486527,2,Cool
0019620AR,434022.032,4584327.78,41.4077894,2.2106141,Platanus × acerifolia,27.74190945,2,Cool
0019629AR,434193.731,4584565.268,41.4099424,2.2126424,Platanus × acerifolia,27.58807912,2,Cool
0019633AR,433580.389,4584214.555,41.4067332,2.2053431,Platanus × acerifolia,27.60198282,2,Cool
0019638AR,433802.0200000001,4584423.721,41.4086354,2.2079716,Platanus × acerifolia,27.3729012,2,Cool
0019639AR,433818.701,4584096.424,41.4056889,2.2082069,Platanus × acerifolia,27.86106137,2,Cool
0019643AR,434065.073,4584479.262,41.4091572,2.2111125,Platanus × acerifolia,27.815976,2,Cool
0019645AR,433984.77,4584454.119,41.4089242,2.2101546,Platanus × acerifolia,27.85839234,2,Cool
0019647AR,434065.011,4584496.189,41.4093097,2.2111099,Platanus × acerifolia,27.75039971,2,Cool
0019648AR,433671.96,4584294.93,41.4074647,2.2064297,Platanus × acerifolia,27.03677286,1,Coolest
0019651AR,433925.41,4584478.73,41.409141,2.2094417,Platanus × acerifolia,27.78541192,2,Cool
0019654AR,433725.649,4584361.741,41.4080708,2.2070647,Platanus × acerifolia,27.06671496,1,Coolest
0019655AR,433916.17,4584461.5,41.408985,2.2093331,Platanus × acerifolia,27.57555451,2,Cool
0019659AR,434141.01,4584390.918,41.4083678,2.2120306,Platanus × acerifolia,26.74125789,1,Coolest
0019664AR,434189.971,4584548.368,41.4097899,2.2125992,Platanus × acerifolia,27.38415092,2,Cool
0019665AR,434077.469,4584328.258,41.4077982,2.2112773,Platanus × acerifolia,27.56613028,2,Cool
0019669AR,433728.807,4584050.211,41.4052652,2.2071366,Platanus × acerifolia,27.58912811,2,Cool
0019670AR,433777.65,4584403.221,41.4084487,2.2076823,Platanus × acerifolia,27.22140505,2,Cool
0019674AR,434131.64,4584381.748,41.4082844,2.2119195,Platanus × acerifolia,26.84329142,1,Coolest
0019676AR,433857.52,4584464.38,41.4090062,2.2086311,Platanus × acerifolia,27.64603089,2,Cool
0019677AR,434192.762,4584648.188,41.4106892,2.2126218,Platanus × acerifolia,27.86219794,2,Cool
0019678AR,434171.167,4584531.018,41.4096321,2.2123762,Platanus × acerifolia,27.14418141,1,Coolest
0019679AR,434149.862,4584606.348,41.4103088,2.2121131,Platanus × acerifolia,27.30668303,2,Cool
0019682AR,433633.358,4584288.792,41.4074062,2.2059686,Platanus × acerifolia,27.0281857,1,Coolest
0019683AR,434141.951,4584504.578,41.4093916,2.2120295,Platanus × acerifolia,27.32831089,2,Cool
0019684AR,434059.339,4584477.472,41.4091406,2.2110441,Platanus × acerifolia,27.8773917,2,Cool
0019686AR,434054.66200000007,4584685.539,41.4110143,2.2109655,Platanus × acerifolia,28.19976048,2,Cool
0019688AR,434033.742,4584665.569,41.4108327,2.2107174,Platanus × acerifolia,28.25469848,2,Cool
0019690AR,433892.45,4584423.84,41.4086439,2.2090534,Platanus × acerifolia,27.27300888,2,Cool
0019692AR,434183.291,4584546.198,41.4097698,2.2125196,Platanus × acerifolia,27.41186909,2,Cool
0019695AR,433911.72,4584474.36,41.4091005,2.2092784,Platanus × acerifolia,27.68350351,2,Cool
0019700AR,434190.08,4584438.968,41.4088046,2.2126125,Platanus × acerifolia,26.70868363,1,Coolest
0019701AR,434266.892,4584561.247,41.4099122,2.2135181,Platanus × acerifolia,27.98083811,2,Cool
0019702AR,434205.532,4584660.858,41.4108043,2.2127732,Platanus × acerifolia,28.06687661,2,Cool
0019703AR,433979.86,4584468.039,41.4090492,2.2100943,Platanus × acerifolia,27.85858675,2,Cool
0019704AR,433834.54,4584434.09,41.4087315,2.2083595,Platanus × acerifolia,27.36342406,2,Cool
0019706AR,434076.411,4584511.559,41.4094491,2.2112447,Platanus × acerifolia,27.66946862,2,Cool
0019707AR,434303.851,4584550.337,41.4098169,2.2139615,Platanus × acerifolia,28.0389307,2,Cool
0019709AR,433839.01,4584464.68,41.4090073,2.2084096,Platanus × acerifolia,27.71771264,2,Cool
0019710AR,434025.631,4584511.519,41.4094445,2.2106371,Platanus × acerifolia,27.73114781,2,Cool
0019717AR,433882.856,4583889.659,41.4038319,2.208997,Platanus × acerifolia,28.0269507,2,Cool
0019724AR,433867.59,4584503.09,41.4093556,2.2087473,Platanus × acerifolia,28.31263827,2,Cool
0019725AR,434187.231,4584563.218,41.4099234,2.2125649,Platanus × acerifolia,27.47709447,2,Cool
0019729AR,433829.45,4584447.831,41.4088548,2.2082971,Platanus × acerifolia,27.50505545,2,Cool
0019735AR,433985.298,4584341.38,41.4079088,2.2101732,Platanus × acerifolia,27.55638653,2,Cool
0019742AR,433562.539,4584317.372,41.4076578,2.2051182,Platanus × acerifolia,26.45812502,1,Coolest
0019743AR,434106.243,4584736.649,41.4114788,2.211577,Platanus × acerifolia,28.88022909,3,Warm
0019744AR,434705.073,4584690.914,41.4111158,2.2187464,Platanus × acerifolia,24.87135276,1,Coolest
0019746AR,434211.812,4584676.688,41.4109474,2.2128466,Platanus × acerifolia,28.25883798,2,Cool
0019749AR,434195.541,4584444.578,41.4088555,2.2126772,Platanus × acerifolia,26.63078411,1,Coolest
0019754AR,433998.661,4584502.039,41.4093569,2.2103155,Platanus × acerifolia,27.85045043,2,Cool
0019755AR,434110.641,4584494.408,41.4092974,2.211656,Platanus × acerifolia,27.49985261,2,Cool
0019759AR,434062.552,4584653.039,41.4107222,2.2110634,Platanus × acerifolia,27.859395,2,Cool
0019760AR,434200.491,4584449.078,41.4088965,2.2127359,Platanus × acerifolia,26.63976252,1,Coolest
0019761AR,433634.467,4584145.042,41.4061116,2.2059976,Platanus × acerifolia,27.56582972,2,Cool
0019765AR,433984.889,4584365.303,41.4081243,2.2101657,Platanus × acerifolia,27.62186147,2,Cool
0019767AR,434163.251,4584539.708,41.4097097,2.2122805,Platanus × acerifolia,27.27213841,2,Cool
0019768AR,433870.74,4584433.07,41.4087252,2.2087927,Platanus × acerifolia,27.30965883,2,Cool
0019769AR,433942.0,4584576.0,41.4100184,2.2096296,Platanus × acerifolia,29.08516665,3,Warm
0019772AR,434240.621,4584552.938,41.4098352,2.2132047,Platanus × acerifolia,27.75278555,2,Cool
0019774AR,434016.962,4584649.069,41.4106827,2.2105184,Platanus × acerifolia,28.43541004,2,Cool
0019775AR,434214.361,4584544.638,41.4097583,2.2128914,Platanus × acerifolia,27.55950197,2,Cool
0019778AR,434117.574,4584496.995,41.4093213,2.2117387,Platanus × acerifolia,27.48061758,2,Cool
0019783AR,434183.072,4584706.578,41.4112143,2.2124995,Platanus × acerifolia,28.73902531,3,Warm
0019787AR,434126.943,4584515.082,41.4094849,2.2118488,Platanus × acerifolia,27.21795969,2,Cool
0019790AR,433971.471,4584493.339,41.4092764,2.2099912,Platanus × acerifolia,27.94630882,2,Cool
0019793AR,434437.22200000007,4584604.836,41.4103187,2.2155512,Platanus × acerifolia,28.59659053,3,Warm
0019794AR,433915.51000000007,4584406.86,41.4084929,2.2093311,Platanus × acerifolia,27.25121867,2,Cool
0019795AR,434074.762,4584640.959,41.4106144,2.2112108,Platanus × acerifolia,27.63586211,2,Cool
0019798AR,433946.0,4584580.0,41.4100548,2.209677,Platanus × acerifolia,29.05427831,3,Warm
0019799AR,433901.1159999999,4583870.639,41.4036621,2.2092175,Platanus × acerifolia,27.87894252,2,Cool
0019805AR,433512.438,4584301.043,41.4075065,2.2045207,Platanus × acerifolia,26.69227198,1,Coolest
0019811AR,433927.301,4584231.963,41.4069186,2.2094913,Platanus × acerifolia,27.78047895,2,Cool
0019813AR,433831.31,4584464.411,41.4090043,2.2083175,Platanus × acerifolia,27.76177636,2,Cool
0019814AR,433844.36,4584424.42,41.4086452,2.208478,Platanus × acerifolia,27.24811913,2,Cool
0019815AR,433583.892,4584223.081,41.4068103,2.205384,Platanus × acerifolia,27.53707956,2,Cool
0019817AR,434093.0,4584723.0,41.4113548,2.2114201,Platanus × acerifolia,28.63799494,3,Warm
0019823AR,433923.494,4584423.217,41.4086408,2.2094249,Platanus × acerifolia,27.3222207,2,Cool
0019832AR,433610.276,4584265.69,41.4071962,2.205695,Platanus × acerifolia,27.14939479,1,Coolest
0019833AR,433835.54,4584405.54,41.4084744,2.2083746,Platanus × acerifolia,27.13378738,1,Coolest
0019838AR,434032.121,4584513.579,41.4094636,2.2107146,Platanus × acerifolia,27.67963319,2,Cool
0019841AR,433643.569,4584325.252,41.4077354,2.2060867,Platanus × acerifolia,26.72351242,1,Coolest
0019843AR,433759.687,4584039.07,41.4051674,2.2075072,Platanus × acerifolia,27.77347786,2,Cool
0019844AR,434116.812,4584597.229,41.410224,2.2117187,Platanus × acerifolia,27.23932612,2,Cool
0019846AR,433688.679,4584358.431,41.408038,2.2066228,Platanus × acerifolia,26.91854344,1,Coolest
0019847AR,433839.17,4584456.54,41.408934,2.2084124,Platanus × acerifolia,27.58900334,2,Cool
0019852AR,433657.517,4584136.831,41.4060395,2.2062743,Platanus × acerifolia,27.40768136,2,Cool
0019853AR,434176.611,4584544.038,41.4097498,2.2124399,Platanus × acerifolia,27.39738472,2,Cool
0019855AR,434123.161,4584498.578,41.409336,2.2118054,Platanus × acerifolia,27.47163822,2,Cool
0019857AR,434265.182,4584587.877,41.4101519,2.2134947,Platanus × acerifolia,27.96331033,2,Cool
0019860AR,434000.189,4584279.659,41.4073541,2.2103581,Platanus × acerifolia,27.72004456,2,Cool
0019861AR,433998.09,4584458.239,41.4089624,2.2103135,Platanus × acerifolia,27.927582,2,Cool
0019862AR,434149.563,4584741.729,41.4115281,2.2120948,Platanus × acerifolia,29.38374735,3,Warm
0019864AR,433665.979,4584351.522,41.4079739,2.206352,Platanus × acerifolia,26.73755303,1,Coolest
0019868AR,434366.582,4584578.767,41.4100781,2.2147089,Platanus × acerifolia,28.43669385,2,Cool
0019880AR,434141.761,4584548.828,41.4097901,2.2120224,Platanus × acerifolia,27.35428755,2,Cool
0019881AR,434164.998,4584528.684,41.4096106,2.2123026,Platanus × acerifolia,27.20175442,2,Cool
0019883AR,434103.131,4584520.219,41.4095292,2.2115634,Platanus × acerifolia,27.29677391,2,Cool
0019885AR,433581.163,4584237.692,41.4069416,2.2053498,Platanus × acerifolia,27.365311,2,Cool
0019886AR,433711.929,4584348.621,41.4079515,2.206902,Platanus × acerifolia,27.0338138,1,Coolest
0019888AR,434050.81,4584323.683,41.4077548,2.2109589,Platanus × acerifolia,27.73061582,2,Cool
0019889AR,434206.661,4584525.738,41.4095874,2.2128014,Platanus × acerifolia,27.19212245,2,Cool
0019890AR,433879.22,4584475.9,41.4091117,2.2088894,Platanus × acerifolia,27.78546755,2,Cool
0019891AR,433636.158,4584274.221,41.4072752,2.2060037,Platanus × acerifolia,27.17368192,1,Coolest
0019892AR,434005.329,4584284.679,41.4073998,2.210419,Platanus × acerifolia,27.709076,2,Cool
0019893AR,434151.703,4584523.773,41.4095652,2.2121441,Platanus × acerifolia,27.25374483,2,Cool
0019895AR,434052.707,4584475.411,41.4091215,2.210965,Platanus × acerifolia,27.9885944,2,Cool
0019903AR,434038.207,4584471.187,41.4090823,2.210792,Platanus × acerifolia,28.07942252,2,Cool
0019909AR,433818.73,4584416.291,41.4085698,2.2081723,Platanus × acerifolia,27.20471518,2,Cool
0019910AR,434227.491,4584548.788,41.4097967,2.2130481,Platanus × acerifolia,27.58377491,2,Cool
0019917AR,434167.741,4584557.048,41.4098663,2.2123324,Platanus × acerifolia,27.27290641,2,Cool
0019919AR,434465.6420000001,4584614.056,41.4104041,2.2158902,Platanus × acerifolia,28.48220615,2,Cool
0019920AR,434156.571,4584537.538,41.4096896,2.2122008,Platanus × acerifolia,27.07175863,1,Coolest
0019922AR,433842.48,4584452.02,41.4088936,2.2084525,Platanus × acerifolia,27.54440949,2,Cool
0019924AR,434193.631,4584521.368,41.409547,2.212646,Platanus × acerifolia,27.13921002,1,Coolest
0019931AR,433526.0,4584305.0,41.4075433,2.2046825,Platanus × acerifolia,26.63878939,1,Coolest
0019934AR,433817.94,4584450.511,41.408878,2.2081591,Platanus × acerifolia,27.63679581,2,Cool
0019936AR,433824.317,4584113.56,41.4058437,2.2082722,Platanus × acerifolia,27.7276351,2,Cool
0019940AR,433992.141,4584500.109,41.409339,2.2102377,Platanus × acerifolia,27.84303339,2,Cool
0019944AR,434084.701,4584502.329,41.4093666,2.2113448,Platanus × acerifolia,27.5293348,2,Cool
0019949AR,433663.623,4584318.357,41.407675,2.2063274,Platanus × acerifolia,26.87458107,1,Coolest
0019951AR,434168.703,4584721.528,41.4113478,2.212326,Platanus × acerifolia,29.00122082,3,Warm
0019954AR,433514.358,4584268.223,41.4072111,2.2045472,Platanus × acerifolia,26.96288115,1,Coolest
0019958AR,433693.6589999999,4584348.671,41.4079505,2.2066834,Platanus × acerifolia,26.9750196,1,Coolest
0019961AR,434019.141,4584509.469,41.4094255,2.2105597,Platanus × acerifolia,27.77158273,2,Cool
0019973AR,434313.002,4584558.807,41.409894,2.21407,Platanus × acerifolia,28.12284608,2,Cool
0019980AR,434186.0,4584434.658,41.4087654,2.2125641,Platanus × acerifolia,26.68240007,1,Coolest
0019984AR,434005.58,4584320.462,41.4077221,2.2104181,Platanus × acerifolia,27.64576443,2,Cool
0019986AR,433721.009,4584357.701,41.4080341,2.2070096,Platanus × acerifolia,27.07987139,1,Coolest
0019988AR,433644.227,4584136.881,41.4060389,2.2061153,Platanus × acerifolia,27.433626,2,Cool
0019997AR,433973.44,4584466.209,41.4090322,2.2100177,Platanus × acerifolia,27.84200222,2,Cool
0020001AR,433955.00000000006,4584587.0,41.4101186,2.2097839,Platanus × acerifolia,29.01495755,3,Warm
0020003AR,433788.737,4584067.58,41.4054266,2.2078516,Platanus × acerifolia,27.79985423,2,Cool
0020004AR,434136.531,4584531.048,41.4096295,2.2119618,Platanus × acerifolia,27.22501179,2,Cool
0020006AR,434249.392,4584638.218,41.410604,2.2133004,Platanus × acerifolia,28.05759775,2,Cool
0020015AR,434125.501,4584588.188,41.4101433,2.2118236,Platanus × acerifolia,27.22876832,2,Cool
0020017AR,433848.56,4584454.47,41.4089162,2.208525,Platanus × acerifolia,27.53920923,2,Cool
0020028AR,433605.489,4584331.362,41.4077873,2.2056305,Platanus × acerifolia,26.45071561,1,Coolest
0020031AR,433670.977,4584111.181,41.4058096,2.2064381,Platanus × acerifolia,27.28532062,2,Cool
0020036AR,434192.652,4584696.618,41.4111254,2.2126152,Platanus × acerifolia,28.55708261,3,Warm
0020039AR,434161.251,4584554.988,41.4098472,2.2122549,Platanus × acerifolia,27.31410748,2,Cool
0020041AR,433912.0,4584546.0,41.4097458,2.209274,Platanus × acerifolia,28.80284218,3,Warm
0020042AR,434270.461,4584518.007,41.409523,2.2135655,Platanus × acerifolia,27.81938414,2,Cool
0020043AR,433853.998,4584131.7,41.4060095,2.2086253,Platanus × acerifolia,27.93762597,2,Cool
0020053AR,434063.00000000006,4584694.0,41.4110912,2.2110643,Platanus × acerifolia,28.29323406,2,Cool
0020055AR,434148.251,4584550.878,41.4098091,2.2120998,Platanus × acerifolia,27.35471359,2,Cool
0020056AR,433771.307,4584050.47,41.4052711,2.207645,Platanus × acerifolia,27.75987466,2,Cool
0020058AR,433714.807,4584064.741,41.405395,2.2069675,Platanus × acerifolia,27.43457002,2,Cool
0020062AR,433824.467,4584107.98,41.4057934,2.2082746,Platanus × acerifolia,27.77260943,2,Cool
0020064AR,433857.23,4584428.92,41.4086868,2.2086315,Platanus × acerifolia,27.25267216,2,Cool
0020069AR,434271.682,4584589.937,41.410171,2.2135723,Platanus × acerifolia,28.0066813,2,Cool
0020076AR,434188.091,4584536.328,41.4096813,2.2125781,Platanus × acerifolia,27.2482877,2,Cool
0020079AR,433959.069,4584239.559,41.4069896,2.2098705,Platanus × acerifolia,27.76033015,2,Cool
0020080AR,434226.212,4584575.548,41.4100377,2.2130299,Platanus × acerifolia,27.70286769,2,Cool
0020081AR,434213.212,4584571.438,41.4099996,2.2128748,Platanus × acerifolia,27.64028299,2,Cool
0020082AR,433780.705,4584388.263,41.4083143,2.2077204,Platanus × acerifolia,27.09547126,1,Coolest
0020085AR,433599.328,4584180.932,41.4064319,2.2055733,Platanus × acerifolia,27.86131222,2,Cool
0020087AR,433784.079,4584371.951,41.4081676,2.2077626,Platanus × acerifolia,27.05642252,1,Coolest
0020088AR,434050.20199999993,4584665.599,41.4108343,2.2109143,Platanus × acerifolia,28.04430361,2,Cool
0020089AR,433995.04900000006,4584274.649,41.4073086,2.2102971,Platanus × acerifolia,27.72003669,2,Cool
0020090AR,434130.551,4584583.628,41.4101026,2.2118845,Platanus × acerifolia,27.20143521,2,Cool
0020091AR,434091.522,4584623.559,41.4104591,2.2114132,Platanus × acerifolia,27.36223019,2,Cool
0020092AR,434096.791,4584505.949,41.4094002,2.2114891,Platanus × acerifolia,27.45890352,2,Cool
0020093AR,434656.943,4584671.585,41.4109378,2.2181726,Platanus × acerifolia,23.98795591,1,Coolest
0020094AR,434683.333,4584683.844,41.4110503,2.218487,Platanus × acerifolia,24.3237909,1,Coolest
0020095AR,433615.981,4584271.777,41.4072515,2.2057626,Platanus × acerifolia,27.12283711,1,Coolest
0020102AR,433876.068,4584153.46,41.4062073,2.208887,Platanus × acerifolia,27.89111787,2,Cool
0020104AR,433959.00000000006,4584592.0,41.4101639,2.2098312,Platanus × acerifolia,28.98756006,3,Warm
0020105AR,433650.839,4584346.922,41.4079312,2.2061713,Platanus × acerifolia,26.63860421,1,Coolest
