codi,LST_zone,SOS,POS,EOS,GSL
0024851AR,1,69.59479739869934,229.14457228614305,342.2361180590295,272.64132066033017
0024863AR,1,57.563781890945464,106.98349174587293,324.6523261630815,267.08854427213606
0024879AR,4,68.8544272136068,154.73736868434216,325.5777888944472,256.7233616808404
0024930AR,1,37.943971985992995,146.03801900950475,273.93696848424213,235.99299649824914
0025001AR,4,59.41470735367683,103.83691845922961,370.0,310.5852926463232
0025258AR,1,72.18609304652325,123.82691345672835,311.8809404702351,239.69484742371185
0025340AR,4,65.70785392696347,140.67033516758377,357.96898449224614,292.26113056528266
0025384AR,4,67.74387193596799,100.50525262631315,349.2696348174087,281.5257628814407
0025398AR,4,64.41220610305153,113.83191595797899,309.8449224612306,245.4327163581791
0025450AR,1,56.63831915957979,121.79089544772384,319.09954977488746,262.46123061530767
0025465AR,1,73.11155577788894,124.75237618809403,345.7528764382191,272.64132066033017
0025471AR,4,83.29164582291145,194.16208104052023,332.2411205602801,248.94947473736863
0025544AR,4,65.89294647323662,91.25062531265633,334.2771385692846,268.38419209604797
0025558AR,1,68.48424212106053,149.7398699349675,262.64632316158077,194.16208104052023
0025567AR,1,66.07803901950975,145.48274137068535,363.5217608804402,297.44372186093045
0025642AR,1,67.00350175087543,131.97098549274637,269.3096548274137,202.30615307653824
0025719AR,1,52.38119059529764,119.75487743871935,259.49974987493744,207.11855927963978
0025824AR,4,67.37368684342171,96.98849424712355,370.0,302.6263131565783
0025921AR,1,71.44572286143071,171.5807903951976,351.86093046523257,280.41520760380183
0025931AR,4,66.07803901950975,147.51875937968984,356.488244122061,290.4102051025513
0025994AR,1,69.03951975987994,113.27663831915957,293.1865932966483,224.14707353676837
0026018AR,4,62.376188094047016,114.20210105052526,334.64732366183085,272.27113556778386
0026074AR,1,65.89294647323662,115.31265632816408,349.8249124562281,283.93196598299147
0026115AR,1,69.22461230615308,133.63681840920458,370.0,300.77538769384694
0026125AR,1,69.96498249124562,128.26913456728363,265.2376188094047,195.27263631815907
0026898AR,1,71.81590795397699,107.90895447723861,333.7218609304652,261.9059529764882
0026967AR,4,46.27313656828414,87.36368184092045,312.06603301650824,265.7928964482241
0027332AR,1,72.9264632316158,105.3176588294147,343.9019509754877,270.9754877438719
0027491AR,1,56.083041520760375,96.61830915457728,326.68834417208603,270.60530265132564
0027505AR,1,61.08054027013507,114.0170085042521,300.40520260130063,239.32466233116557
0027705AR,4,44.42221110555277,122.5312656328164,246.17308654327164,201.75087543771886
0027908AR,4,46.27313656828414,112.16608304152075,261.7208604302151,215.44772386193097
0027939AR,4,52.38119059529764,86.99349674837418,342.97648824412204,290.5952976488244
0028008AR,4,28.504252126063026,250.98549274637315,359.81990995497745,331.3156578289144
0028343AR,4,46.643321660830416,107.35367683841919,292.0760380190095,245.43271635817908
0028444AR,4,47.19859929964982,98.2841420710355,309.4747373686843,262.2761380690345
0028926AR,4,48.67933966983492,80.14507253626813,317.61880940470235,268.93946973486743
0028966AR,1,57.93396698349174,115.31265632816408,281.71085542771385,223.7768884442221
0030371AR,1,74.03701850925462,118.82941470735366,293.7418709354677,219.7048524262131
0030441AR,1,50.530265132566285,100.13506753376689,319.28464232116056,268.7543771885943
0030479AR,1,47.19859929964982,104.02201100550275,273.93696848424213,226.7383691845923
0030522AR,1,55.52776388194096,114.3871935967984,370.0,314.472236118059
0030537AR,1,41.09054527263631,98.46923461730866,259.1295647823912,218.03901950975487
0030592AR,1,71.07553776888443,113.09154577288643,301.1455727863932,230.07003501750876
0030603AR,1,71.63081540770385,214.89244622311156,327.983991995998,256.35317658829416
0030615AR,1,47.56878439219609,117.16358179089544,248.76438219109554,201.19559779889943
0030628AR,1,72.00100050025011,109.57478739369684,320.0250125062531,248.024012006003
0030635AR,1,57.563781890945464,102.1710855427714,294.2971485742871,236.73336668334167
0030638AR,1,48.30915457728864,104.57728864432215,355.0075037518759,306.6983491745873
0030710AR,1,32.57628814407204,159.91995997998998,356.1180590295147,323.5417708854427
0030738AR,1,47.01350675337668,87.17858929464732,305.5877938969484,258.5742871435717
0030820AR,1,69.03951975987994,108.46423211605801,335.38769384692347,266.3481740870435
0030835AR,1,50.90045022511255,92.91645822911455,370.0,319.09954977488746
0030869AR,1,52.93646823411705,139.7448724362181,358.8944472236118,305.95797898949473
0030900AR,1,52.93646823411705,109.20460230115057,327.983991995998,275.04752376188094
0030937AR,1,62.376188094047016,102.1710855427714,365.1875937968984,302.8114057028514
0031038AR,1,74.77738869434717,119.75487743871935,313.17658829414705,238.39919959979989
0031045AR,1,46.27313656828414,87.91895947973987,277.82391195597796,231.55077538769382
0031070AR,1,52.75137568784392,122.71635817908953,261.1655827913957,208.4142071035518
0031074AR,1,52.75137568784392,103.28164082041019,313.5467733866933,260.7953976988494
0031085AR,1,48.49424712356178,83.10655327663832,290.22511255627813,241.73086543271637
0031113AR,1,60.71035517758879,115.49774887443722,299.479739869935,238.7693846923462
0031130AR,1,50.90045022511255,107.35367683841919,276.8984492246123,225.99799899949977
0031136AR,1,47.38369184592296,109.57478739369684,303.73686843421706,256.3531765882941
0031154AR,1,55.712856428214096,112.72136068034017,300.5902951475738,244.8774387193597
0031184AR,1,71.63081540770385,109.01950975487743,301.51575787893944,229.8849424712356
0031187AR,1,56.26813406703351,104.94747373686842,349.08454227113555,292.81640820410206
0031281AR,1,69.03951975987994,121.975987993997,320.5802901450725,251.5407703851926
0031313AR,1,57.37868934467233,93.10155077538768,287.81890945472736,230.44022011005504
0031316AR,1,67.00350175087543,108.64932466233115,341.12556278139067,274.1220610305152
0031317AR,1,44.79239619809905,138.44922461230615,289.1145572786393,244.32216108054027
0031336AR,1,56.82341170585292,99.20960480240119,283.7468734367184,226.92346173086545
0031377AR,1,71.44572286143071,113.83191595797899,292.0760380190095,220.6303151575788
0031378AR,1,74.9624812406203,151.77588794397198,215.6328164082041,140.6703351675838
0031503AR,1,53.49174587293646,118.4592296148074,355.37768884442215,301.8859429714857
0031538AR,1,59.599799899949964,157.14357178589293,334.64732366183085,275.0475237618809
0031541AR,1,54.602301150575286,84.95747873936968,370.0,315.3976988494247
0031586AR,1,74.22211105552776,116.79339669834917,302.8114057028514,228.58929464732364
0031594AR,1,49.04952476238118,84.40220110055026,370.0,320.95047523761883
